Genus,Size,Bleached,Dead,Site,Transect,Count,TransectLength
Pocillopora,23,0,100,LTER_Exp,2,2,15
Pocillopora,23,0,0,LTER_Exp,2,1,15
Pocillopora,23,0,0,LTER_Exp,2,1,15
Pocillopora,23,0,0,LTER_Exp,2,1,15
Pocillopora,23,0,0,LTER_Exp,2,1,15
Pocillopora,23,0,100,LTER_Exp,2,1,15
Pocillopora,22,0,0,LTER_Exp,2,1,15
Pocillopora,22,0,10,LTER_Exp,2,1,15
Pocillopora,22,0,0,LTER_Exp,2,1,15
Pocillopora,22,0,0,LTER_Exp,2,1,15
Pocillopora,22,0,0,LTER_Exp,2,1,15
Pocillopora,22,0,100,LTER_Exp,2,1,15
Pocillopora,22,0,10,LTER_Exp,2,1,15
Pocillopora,22,0,0,LTER_Exp,2,1,15
Pocillopora,22,0,10,LTER_Exp,2,1,15
Pocillopora,22,0,100,LTER_Exp,2,2,15
Pocillopora,22,0,100,LTER_Exp,2,1,15
Pocillopora,22,0,10,LTER_Exp,2,1,15
Pocillopora,21,0,100,LTER_Exp,2,1,15
Pocillopora,21,0,10,LTER_Exp,2,1,15
Pocillopora,21,0,0,LTER_Exp,2,1,15
Pocillopora,21,0,0,LTER_Exp,2,1,15
Pocillopora,21,0,0,LTER_Exp,2,1,15
Pocillopora,20,0,0,LTER_Exp,2,1,15
Pocillopora,20,0,0,LTER_Exp,2,1,15
Pocillopora,20,0,0,LTER_Exp,2,1,15
Pocillopora,20,0,0,LTER_Exp,2,1,15
Pocillopora,20,0,5,LTER_Exp,2,1,15
Pocillopora,20,0,10,LTER_Exp,2,1,15
Pocillopora,20,0,100,LTER_Exp,2,1,15
Pocillopora,20,0,0,LTER_Exp,2,1,15
Pocillopora,20,0,0,LTER_Exp,2,1,15
Pocillopora,20,0,0,LTER_Exp,2,1,15
Pocillopora,20,0,0,LTER_Exp,2,2,15
Pocillopora,20,0,0,LTER_Exp,2,1,15
Pocillopora,19,0,0,LTER_Exp,2,1,15
Pocillopora,19,0,0,LTER_Exp,2,1,15
Pocillopora,19,0,0,LTER_Exp,2,1,15
Pocillopora,19,0,0,LTER_Exp,2,2,15
Pocillopora,18,0,0,LTER_Exp,2,1,15
Pocillopora,18,0,0,LTER_Exp,2,1,15
Pocillopora,18,0,0,LTER_Exp,2,1,15
Pocillopora,18,0,0,LTER_Exp,2,1,15
Pocillopora,18,0,25,LTER_Exp,2,1,15
Pocillopora,18,0,0,LTER_Exp,2,1,15
Pocillopora,17,0,0,LTER_Exp,2,1,15
Pocillopora,17,0,0,LTER_Exp,2,1,15
Pocillopora,17,0,40,LTER_Exp,2,1,15
Pocillopora,17,0,0,LTER_Exp,2,2,15
Pocillopora,17,0,0,LTER_Exp,2,1,15
Pocillopora,17,0,10,LTER_Exp,2,1,15
Pocillopora,17,0,0,LTER_Exp,2,1,15
Pocillopora,17,0,90,LTER_Exp,2,1,15
Pocillopora,17,0,10,LTER_Exp,2,1,15
Pocillopora,17,0,0,LTER_Exp,2,1,15
Pocillopora,17,0,100,LTER_Exp,2,1,15
Pocillopora,17,0,0,LTER_Exp,2,1,15
Pocillopora,16,0,0,LTER_Exp,2,1,15
Pocillopora,16,0,0,LTER_Exp,2,1,15
Pocillopora,16,0,0,LTER_Exp,2,1,15
Pocillopora,16,0,0,LTER_Exp,2,1,15
Pocillopora,16,0,0,LTER_Exp,2,1,15
Pocillopora,16,0,0,LTER_Exp,2,1,15
Pocillopora,16,0,0,LTER_Exp,2,1,15
Pocillopora,16,0,0,LTER_Exp,2,2,15
Pocillopora,16,0,0,LTER_Exp,2,1,15
Pocillopora,16,0,0,LTER_Exp,2,2,15
Pocillopora,16,0,0,LTER_Exp,2,1,15
Pocillopora,16,0,0,LTER_Exp,2,1,15
Pocillopora,16,0,10,LTER_Exp,2,1,15
Pocillopora,16,0,0,LTER_Exp,2,1,15
Pocillopora,16,0,0,LTER_Exp,2,1,15
Pocillopora,15,0,0,LTER_Exp,2,1,15
Pocillopora,15,0,0,LTER_Exp,2,1,15
Pocillopora,15,0,0,LTER_Exp,2,1,15
Pocillopora,15,0,50,LTER_Exp,2,1,15
Pocillopora,15,0,100,LTER_Exp,2,1,15
Pocillopora,15,0,0,LTER_Exp,2,1,15
Pocillopora,15,0,0,LTER_Exp,2,1,15
Pocillopora,15,0,0,LTER_Exp,2,1,15
Pocillopora,15,0,0,LTER_Exp,2,1,15
Pocillopora,15,0,0,LTER_Exp,2,2,15
Pocillopora,15,0,0,LTER_Exp,2,1,15
Pocillopora,15,0,0,LTER_Exp,2,1,15
Pocillopora,15,0,0,LTER_Exp,2,1,15
Pocillopora,15,0,0,LTER_Exp,2,1,15
Pocillopora,14,0,0,LTER_Exp,2,1,15
Pocillopora,14,0,0,LTER_Exp,2,1,15
Pocillopora,14,0,0,LTER_Exp,2,1,15
Pocillopora,14,0,10,LTER_Exp,2,1,15
Pocillopora,14,0,0,LTER_Exp,2,1,15
Pocillopora,14,0,50,LTER_Exp,2,1,15
Pocillopora,14,0,0,LTER_Exp,2,1,15
Pocillopora,14,0,0,LTER_Exp,2,1,15
Pocillopora,14,0,100,LTER_Exp,2,1,15
Pocillopora,13,0,0,LTER_Exp,2,1,15
Pocillopora,13,0,0,LTER_Exp,2,1,15
Pocillopora,13,0,0,LTER_Exp,2,1,15
Pocillopora,13,0,0,LTER_Exp,2,2,15
Pocillopora,13,0,0,LTER_Exp,2,1,15
Pocillopora,13,0,0,LTER_Exp,2,1,15
Pocillopora,12,0,90,LTER_Exp,2,1,15
Pocillopora,12,0,20,LTER_Exp,2,1,15
Pocillopora,12,0,0,LTER_Exp,2,1,15
Pocillopora,12,0,0,LTER_Exp,2,2,15
Pocillopora,12,0,0,LTER_Exp,2,1,15
Pocillopora,12,0,50,LTER_Exp,2,1,15
Pocillopora,12,0,5,LTER_Exp,2,1,15
Pocillopora,12,0,0,LTER_Exp,2,1,15
Pocillopora,11,0,0,LTER_Exp,2,1,15
Pocillopora,11,0,70,LTER_Exp,2,1,15
Pocillopora,11,0,0,LTER_Exp,2,1,15
Pocillopora,10,0,0,LTER_Exp,2,1,15
Pocillopora,10,0,0,LTER_Exp,2,1,15
Pocillopora,10,0,40,LTER_Exp,2,1,15
Pocillopora,10,0,0,LTER_Exp,2,1,15
Pocillopora,10,0,0,LTER_Exp,2,1,15
Pocillopora,10,0,0,LTER_Exp,2,1,15
Pocillopora,9,0,0,LTER_Exp,2,2,15
Pocillopora,6,0,0,LTER_Exp,2,1,15
Pocillopora,6,0,0,LTER_Exp,2,1,15
Pocillopora,6,0,0,LTER_Exp,2,1,15
Acropora,7,0,0,LTER_Exp,1,1,15
Acropora,23,0,100,LTER_Exp,1,1,15
Acropora,15,0,0,LTER_Exp,1,1,15
Acropora,13,0,100,LTER_Exp,1,1,15
Acropora,34,0,100,LTER_Exp,1,1,15
Acropora,42,0,100,LTER_Exp,1,1,15
Acropora,12,0,0,LTER_Exp,1,1,15
Acropora,17,0,0,LTER_Exp,1,1,15
Acropora,17,0,0,LTER_Exp,1,1,15
Acropora,21,0,100,LTER_Exp,1,1,15
Acropora,22,0,0,LTER_Exp,1,1,15
Acropora,22,0,10,LTER_Exp,1,1,15
Acropora,22,0,100,LTER_Exp,1,1,15
Acropora,25,0,0,LTER_Exp,1,1,15
Acropora,25,0,0,LTER_Exp,1,1,15
Acropora,26,0,0,LTER_Exp,1,1,15
Acropora,27,0,0,LTER_Exp,1,1,15
Acropora,28,0,0,LTER_Exp,1,1,15
Acropora,28,0,100,LTER_Exp,1,1,15
Acropora,30,0,100,LTER_Exp,1,1,15
Acropora,31,0,0,LTER_Exp,1,1,15
Acropora,35,0,100,LTER_Exp,2,1,15
Acropora,26,0,0,LTER_Exp,2,1,15
Acropora,12,0,0,LTER_Exp,2,1,15
Acropora,25,0,100,LTER_Exp,2,1,15
Acropora,36,0,100,LTER_Exp,2,1,15
Acropora,13,0,0,LTER_Exp,2,1,15
Acropora,16,0,0,LTER_Exp,2,1,15
Acropora,19,0,100,LTER_Exp,2,1,15
Acropora,22,0,0,LTER_Exp,2,1,15
Acropora,22,0,0,LTER_Exp,2,1,15
Acropora,23,0,0,LTER_Exp,2,1,15
Acropora,23,0,0,LTER_Exp,2,1,15
Acropora,24,0,0,LTER_Exp,2,1,15
Acropora,33,0,0,LTER_Exp,2,1,15
Acropora,37,0,100,LTER_Exp,2,1,15
Acropora,5,0,0,LTER1,1,1,15
Acropora,12,0,0,LTER1,1,1,15
Acropora,15,0,0,LTER1,1,1,15
Acropora,25,0,100,LTER1,1,1,15
Acropora,34,0,100,LTER1,1,1,15
Acropora,9,0,0,LTER1,1,1,15
Acropora,10,0,0,LTER1,1,1,15
Acropora,18,0,100,LTER1,1,1,15
Acropora,22,0,0,LTER1,1,1,15
Acropora,3,0,0,LTER1,1,1,15
Acropora,3,0,0,LTER1,1,1,15
Acropora,3,0,0,LTER1,1,1,15
Acropora,3,0,0,LTER1,1,1,15
Acropora,4,0,0,LTER1,1,1,15
Acropora,5,0,0,LTER1,1,1,15
Acropora,8,0,100,LTER1,1,1,15
Acropora,9,0,100,LTER1,1,1,15
Acropora,9,0,100,LTER1,1,1,15
Acropora,10,0,100,LTER1,1,1,15
Acropora,12,0,100,LTER1,1,1,15
Acropora,24,0,100,LTER1,1,1,15
Acropora,27,0,100,LTER1,1,1,15
Acropora,33,0,100,LTER1,1,1,15
Acropora,40,0,100,LTER1,1,1,15
Acropora,41,0,100,LTER1,1,1,15
Acropora,55,0,100,LTER1,1,1,15
Acropora,3,0,0,LTER1,1,1,15
Acropora,4,0,0,LTER1,1,1,15
Acropora,7,0,0,LTER1,1,1,15
Acropora,13,0,100,LTER1,1,1,15
Acropora,14,0,100,LTER1,1,1,15
Acropora,15,0,100,LTER1,1,1,15
Acropora,15,0,100,LTER1,1,1,15
Acropora,17,0,70,LTER1,1,1,15
Acropora,17,0,0,LTER1,1,1,15
Acropora,17,0,0,LTER1,1,1,15
Acropora,21,0,0,LTER1,1,1,15
Acropora,22,0,0,LTER1,1,1,15
Acropora,25,0,0,LTER1,1,1,15
Acropora,25,0,100,LTER1,1,1,15
Acropora,25,0,0,LTER1,1,1,15
Acropora,25,0,100,LTER1,1,1,15
Acropora,26,0,5,LTER1,1,1,15
Acropora,26,0,0,LTER1,1,1,15
Acropora,26,0,100,LTER1,1,1,15
Acropora,27,0,0,LTER1,1,1,15
Acropora,27,0,100,LTER1,1,1,15
Acropora,27,0,100,LTER1,1,1,15
Acropora,28,0,100,LTER1,1,1,15
Acropora,29,0,0,LTER1,1,1,15
Acropora,30,0,100,LTER1,1,1,15
Acropora,30,0,100,LTER1,1,1,15
Acropora,30,0,100,LTER1,1,1,15
Acropora,33,0,100,LTER1,1,1,15
Acropora,33,0,0,LTER1,1,1,15
Acropora,33,0,0,LTER1,1,1,15
Acropora,35,0,100,LTER1,1,1,15
Acropora,35,0,100,LTER1,1,1,15
Acropora,25,0,100,LTER1,1,1,15
Acropora,9,0,100,LTER1,2,1,15
Acropora,27,0,100,LTER1,2,1,15
Acropora,32,0,100,LTER1,2,1,15
Acropora,37,0,100,LTER1,2,1,15
Acropora,45,0,25,LTER1,2,1,15
Acropora,12,0,0,LTER1,2,1,15
Acropora,13,0,0,LTER1,2,1,15
Acropora,28,0,100,LTER1,2,1,15
Acropora,36,0,100,LTER1,2,1,15
Acropora,43,0,100,LTER1,2,1,15
Acropora,46,0,100,LTER1,2,1,15
Acropora,47,0,100,LTER1,2,1,15
Acropora,30,0,0,LTER1,2,1,15
Acropora,2,0,0,LTER1,2,1,15
Acropora,5,0,0,LTER1,2,1,15
Acropora,18,0,0,LTER1,2,1,15
Acropora,20,0,100,LTER1,2,1,15
Acropora,22,0,100,LTER1,2,1,15
Acropora,23,0,100,LTER1,2,1,15
Acropora,25,0,100,LTER1,2,1,15
Acropora,25,0,100,LTER1,2,1,15
Acropora,25,0,0,LTER1,2,1,15
Acropora,25,0,0,LTER1,2,1,15
Acropora,26,0,0,LTER1,2,1,15
Acropora,27,0,100,LTER1,2,1,15
Acropora,28,0,100,LTER1,2,1,15
Acropora,32,0,100,LTER1,2,1,15
Acropora,33,0,100,LTER1,2,1,15
Acropora,33,0,100,LTER1,2,1,15
Acropora,35,0,100,LTER1,2,1,15
Acropora,11,0,0,LTER2,1,1,15
Acropora,11,0,0,LTER2,1,1,15
Acropora,19,0,40,LTER2,1,1,15
Acropora,23,0,0,LTER2,1,1,15
Acropora,21,0,100,LTER2,1,1,15
Acropora,22,0,85,LTER2,1,1,15
Acropora,25,0,100,LTER2,1,1,15
Acropora,26,0,100,LTER2,1,1,15
Acropora,26,0,70,LTER2,1,1,15
Acropora,40,0,0,LTER2,1,1,15
Acropora,15,0,15,LTER2,1,1,15
Acropora,28,0,65,LTER2,1,1,15
Acropora,30,0,0,LTER2,1,1,15
Acropora,3,0,0,LTER2,1,1,15
Acropora,6,0,0,LTER2,1,1,15
Acropora,9,0,100,LTER2,1,1,15
Acropora,19,0,100,LTER2,1,1,15
Acropora,23,0,100,LTER2,1,1,15
Acropora,24,0,100,LTER2,1,1,15
Acropora,24,0,100,LTER2,1,1,15
Acropora,25,0,100,LTER2,1,1,15
Acropora,25,0,100,LTER2,1,1,15
Acropora,27,0,100,LTER2,1,1,15
Acropora,33,0,0,LTER2,1,1,15
Acropora,35,0,100,LTER2,1,1,15
Acropora,40,0,100,LTER2,1,1,15
Acropora,44,0,100,LTER2,1,1,15
Acropora,45,0,100,LTER2,1,1,15
Acropora,14,0,0,LTER2,1,1,15
Acropora,23,0,85,LTER2,1,1,15
Acropora,24,0,30,LTER2,1,1,15
Acropora,27,0,100,LTER2,1,1,15
Acropora,32,0,100,LTER2,1,1,15
Acropora,3,0,0,LTER2,1,1,15
Acropora,3,0,0,LTER2,1,1,15
Acropora,3,0,0,LTER2,1,1,15
Acropora,3,0,0,LTER2,1,1,15
Acropora,3,0,0,LTER2,1,1,15
Acropora,4,0,0,LTER2,1,1,15
Acropora,4,0,0,LTER2,1,1,15
Acropora,5,0,0,LTER2,1,1,15
Acropora,6,0,100,LTER2,1,1,15
Acropora,6,0,0,LTER2,1,1,15
Acropora,6,0,0,LTER2,1,1,15
Acropora,7,0,0,LTER2,1,1,15
Acropora,7,0,0,LTER2,1,1,15
Acropora,8,0,85,LTER2,1,1,15
Acropora,9,0,0,LTER2,1,1,15
Acropora,9,0,0,LTER2,1,1,15
Acropora,10,0,100,LTER2,1,1,15
Acropora,12,0,0,LTER2,1,1,15
Acropora,13,0,90,LTER2,1,1,15
Acropora,15,0,0,LTER2,1,1,15
Acropora,15,0,100,LTER2,1,1,15
Acropora,16,0,100,LTER2,1,1,15
Acropora,18,0,100,LTER2,1,1,15
Acropora,18,0,0,LTER2,1,1,15
Acropora,18,0,60,LTER2,1,1,15
Acropora,18,0,0,LTER2,1,1,15
Acropora,19,0,0,LTER2,1,1,15
Acropora,20,0,100,LTER2,1,1,15
Acropora,20,0,0,LTER2,1,1,15
Acropora,21,0,0,LTER2,1,1,15
Acropora,22,0,0,LTER2,1,1,15
Acropora,23,0,0,LTER2,1,1,15
Acropora,23,0,0,LTER2,1,1,15
Acropora,24,0,100,LTER2,1,1,15
Acropora,24,0,0,LTER2,1,1,15
Acropora,24,0,0,LTER2,1,1,15
Acropora,24,0,80,LTER2,1,1,15
Acropora,25,0,0,LTER2,1,1,15
Acropora,25,0,100,LTER2,1,1,15
Acropora,25,0,100,LTER2,1,1,15
Acropora,25,0,0,LTER2,1,1,15
Acropora,25,0,100,LTER2,1,1,15
Acropora,25,0,100,LTER2,1,1,15
Acropora,26,0,100,LTER2,1,1,15
Acropora,29,0,0,LTER2,1,1,15
Acropora,30,0,0,LTER2,1,1,15
Acropora,31,0,0,LTER2,1,1,15
Acropora,31,15,75,LTER2,1,1,15
Acropora,31,0,100,LTER2,1,1,15
Acropora,32,0,100,LTER2,1,1,15
Acropora,33,0,10,LTER2,1,1,15
Acropora,8,0,0,LTER2,2,1,15
Acropora,8,0,0,LTER2,2,1,15
Acropora,8,0,30,LTER2,2,1,15
Acropora,11,0,40,LTER2,2,1,15
Acropora,44,0,30,LTER2,2,1,15
Acropora,6,0,0,LTER2,2,1,15
Acropora,17,0,100,LTER2,2,1,15
Acropora,21,0,100,LTER2,2,1,15
Acropora,25,0,85,LTER2,2,1,15
Acropora,11,0,1,LTER2,2,1,15
Acropora,6,0,0,LTER2,2,1,15
Acropora,7,0,100,LTER2,2,1,15
Acropora,8,0,100,LTER2,2,1,15
Acropora,8,0,100,LTER2,2,1,15
Acropora,25,0,100,LTER2,2,1,15
Acropora,32,0,100,LTER2,2,1,15
Acropora,35,0,100,LTER2,2,1,15
Acropora,35,0,100,LTER2,2,1,15
Acropora,37,0,100,LTER2,2,1,15
Acropora,22,0,0,LTER2,2,1,15
Acropora,25,0,100,LTER2,2,1,15
Acropora,31,0,1,LTER2,2,1,15
Acropora,3,0,0,LTER2,2,1,15
Acropora,3,0,0,LTER2,2,1,15
Acropora,4,0,0,LTER2,2,1,15
Acropora,4,0,0,LTER2,2,1,15
Acropora,6,0,0,LTER2,2,1,15
Acropora,7,0,0,LTER2,2,1,15
Acropora,8,0,0,LTER2,2,1,15
Acropora,10,0,2,LTER2,2,1,15
Acropora,11,0,100,LTER2,2,1,15
Acropora,11,0,90,LTER2,2,1,15
Acropora,12,0,100,LTER2,2,1,15
Acropora,15,0,0,LTER2,2,1,15
Acropora,16,0,100,LTER2,2,1,15
Acropora,17,0,100,LTER2,2,1,15
Acropora,20,0,100,LTER2,2,1,15
Acropora,22,0,100,LTER2,2,1,15
Acropora,23,0,0,LTER2,2,1,15
Acropora,24,0,0,LTER2,2,1,15
Acropora,24,0,100,LTER2,2,1,15
Acropora,25,0,100,LTER2,2,1,15
Acropora,25,0,0,LTER2,2,1,15
Acropora,28,0,100,LTER2,2,1,15
