Observer,Site,Date,Habitat,Depth_m,Genus,SizeStandardized,percent_Bleach,percent_VN_Dead,percent_N_Dead,Count
DB,LTER2,2019-07-09,OR,10,Acropora,10-29,0,0,100,1
DB,LTER2,2019-07-09,OR,10,Acropora,10-29,100,0,0,1
DB,LTER2,2019-07-09,OR,10,Acropora,5-9,0,0,100,1
DB,LTER2,2019-07-09,OR,10,Acropora,30+,0,0,0,1
DB,LTER2,2019-07-09,OR,10,Acropora,10-29,30,70,0,1
DB,LTER2,2019-07-09,OR,10,Acropora,30+,80,20,0,1
DB,LTER2,2019-07-09,OR,10,Acropora,5-9,0,0,100,1
DB,LTER2,2019-07-09,OR,10,Acropora,30+,0,0,100,1
DB,LTER2,2019-07-09,OR,10,Acropora,30+,85,15,0,1
DB,LTER2,2019-07-09,OR,10,Acropora,10-29,0,0,100,1
DB,LTER2,2019-07-09,OR,10,Acropora,5-9,0,0,100,1
DB,LTER2,2019-07-09,OR,10,Acropora,10-29,0,100,0,1
DB,LTER2,2019-07-09,OR,10,Acropora,30+,100,0,0,1
DB,LTER2,2019-07-09,OR,10,Acropora,10-29,0,0,0,1
DB,LTER2,2019-07-09,OR,10,Acropora,10-29,0,0,100,1
DB,LTER2,2019-07-09,OR,10,Acropora,30+,0,0,100,1
DB,LTER2,2019-07-09,OR,10,Acropora,5-9,40,10,50,1
DB,LTER2,2019-07-09,OR,10,Acropora,30+,0,100,0,1
DB,LTER2,2019-07-09,OR,10,Acropora,10-29,40,60,0,1
DB,LTER2,2019-07-09,OR,10,Acropora,10-29,50,50,0,1
DB,LTER2,2019-07-09,OR,10,Acropora,30+,0,95,0,1
DB,LTER2,2019-07-09,OR,10,Acropora,30+,0,0,0,1
DB,LTER2,2019-07-09,OR,10,Acropora,10-29,0,100,0,1
DB,LTER2,2019-07-09,OR,10,Acropora,5-9,100,0,0,1
DB,LTER2,2019-07-09,OR,10,Acropora,10-29,0,0,100,1
DB,LTER2,2019-07-09,OR,10,Acropora,10-29,5,95,0,1
DB,LTER2,2019-07-09,OR,10,Acropora,10-29,0,100,0,1
DB,LTER2,2019-07-09,OR,10,Acropora,30+,0,0,100,1
DB,LTER2,2019-07-09,OR,10,Acropora,30+,90,0,0,1
DB,LTER2,2019-07-09,OR,10,Acropora,10-29,0,0,100,1
DB,LTER2,2019-07-09,OR,10,Acropora,10-29,100,0,0,1
DB,LTER2,2019-07-09,OR,10,Acropora,30+,80,0,0,1
DB,LTER2,2019-07-09,OR,10,Acropora,30+,100,0,0,1
DB,LTER2,2019-07-09,OR,10,Acropora,30+,0,0,0,1
DB,LTER2,2019-07-09,OR,10,Acropora,30+,0,0,100,1
DB,LTER2,2019-07-09,OR,10,Acropora,10-29,80,0,0,1
DB,LTER2,2019-07-09,OR,10,Acropora,10-29,0,0,100,1
DB,LTER2,2019-07-09,OR,10,Acropora,30+,0,0,100,1
DB,LTER2,2019-07-09,OR,10,Acropora,30+,90,0,0,1
DB,LTER2,2019-07-09,OR,10,Acropora,30+,30,0,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,10-29,0,0,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,30+,0,100,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,10-29,15,85,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,10-29,0,0,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,5-9,90,0,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,10-29,80,0,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,5-9,0,0,100,2
DB,LTER3,2019-07-13,OR,10,Acropora,30+,95,0,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,10-29,20,60,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,10-29,30,0,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,5-9,0,0,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,10-29,0,100,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,10-29,0,0,100,1
DB,LTER3,2019-07-13,OR,10,Acropora,10-29,0,0,0,2
DB,LTER3,2019-07-13,OR,10,Acropora,5-9,0,0,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,10-29,0,0,100,1
DB,LTER3,2019-07-13,OR,10,Acropora,5-9,50,0,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,10-29,50,0,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,5-9,70,0,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,5-9,15,0,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,10-29,0,0,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,10-29,15,0,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,10-29,100,0,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,10-29,0,0,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,5-9,80,0,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,30+,80,0,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,5-9,80,0,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,5-9,0,100,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,10-29,25,0,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,10-29,0,0,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,5-9,0,0,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,10-29,90,0,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,10-29,100,0,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,10-29,100,0,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,10-29,0,0,100,1
DB,LTER3,2019-07-13,OR,10,Acropora,5-9,0,0,100,1
DB,LTER3,2019-07-13,OR,10,Acropora,10-29,15,85,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,10-29,80,0,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,5-9,0,0,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,5-9,0,0,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,30+,80,0,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,30+,0,0,100,1
DB,LTER3,2019-07-13,OR,10,Acropora,10-29,60,0,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,10-29,0,0,0,1
DB,LTER3,2019-07-13,OR,10,Acropora,30+,0,50,50,1
DB,LTER3,2019-07-13,OR,10,Acropora,5-9,0,0,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,10-29,80,20,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,10-29,90,0,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,10-29,20,80,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,10-29,0,0,100,1
DB,LTER4,2019-07-13,OR,10,Acropora,10-29,0,100,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,30+,80,5,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,10-29,0,0,100,1
DB,LTER4,2019-07-13,OR,10,Acropora,10-29,30,70,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,30+,0,0,100,1
DB,LTER4,2019-07-13,OR,10,Acropora,5-9,0,0,100,9
DB,LTER4,2019-07-13,OR,10,Acropora,10-29,0,0,100,6
DB,LTER4,2019-07-13,OR,10,Acropora,30+,0,0,100,1
DB,LTER4,2019-07-13,OR,10,Acropora,10-29,100,0,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,5-9,0,0,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,30+,100,0,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,10-29,90,10,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,10-29,10,90,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,10-29,80,0,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,10-29,0,100,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,30+,60,40,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,10-29,0,0,100,5
DB,LTER4,2019-07-13,OR,10,Acropora,10-29,0,100,0,3
DB,LTER4,2019-07-13,OR,10,Acropora,5-9,0,0,100,2
DB,LTER4,2019-07-13,OR,10,Acropora,30+,50,50,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,30+,90,10,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,30+,0,100,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,30+,100,0,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,30+,100,0,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,30+,0,100,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,30+,0,100,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,10-29,80,0,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,30+,0,0,100,1
DB,LTER4,2019-07-13,OR,10,Acropora,5-9,80,20,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,30+,100,0,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,10-29,0,0,100,1
DB,LTER4,2019-07-13,OR,10,Acropora,30+,30,70,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,30+,70,30,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,10-29,70,0,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,30+,100,0,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,5-9,30,0,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,10-29,80,0,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,30+,100,0,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,10-29,0,0,100,2
DB,LTER4,2019-07-13,OR,10,Acropora,5-9,0,0,100,1
DB,LTER4,2019-07-13,OR,10,Acropora,10-29,0,0,100,1
DB,LTER4,2019-07-13,OR,10,Acropora,5-9,100,0,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,10-29,80,0,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,10-29,0,0,100,1
DB,LTER4,2019-07-13,OR,10,Acropora,30+,0,0,100,1
DB,LTER4,2019-07-13,OR,10,Acropora,10-29,100,0,0,2
DB,LTER4,2019-07-13,OR,10,Acropora,10-29,0,0,100,1
DB,LTER4,2019-07-13,OR,10,Acropora,5-9,60,40,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,10-29,95,5,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,10-29,0,0,100,1
DB,LTER4,2019-07-13,OR,10,Acropora,5-9,0,0,100,1
DB,LTER4,2019-07-13,OR,10,Acropora,5-9,0,0,100,1
DB,LTER4,2019-07-13,OR,10,Acropora,5-9,0,100,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,5-9,70,30,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,10-29,0,0,100,1
DB,LTER4,2019-07-13,OR,10,Acropora,10-29,90,0,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,10-29,90,0,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,5-9,100,0,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,10-29,80,0,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,5-9,100,0,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,5-9,0,0,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,10-29,70,30,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,10-29,90,0,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,10-29,90,10,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,30+,0,0,100,1
DB,LTER4,2019-07-13,OR,10,Acropora,30+,90,0,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,10-29,80,0,0,1
DB,LTER4,2019-07-13,OR,10,Acropora,30+,0,80,20,1
DB,LTER5,2019-07-15,OR,10,Acropora,30+,10,60,30,1
DB,LTER5,2019-07-15,OR,10,Acropora,30+,100,0,0,1
DB,LTER5,2019-07-15,OR,10,Acropora,5-9,100,0,0,1
DB,LTER5,2019-07-15,OR,10,Acropora,30+,0,40,60,1
DB,LTER5,2019-07-15,OR,10,Acropora,10-29,0,0,100,1
DB,LTER5,2019-07-15,OR,10,Acropora,10-29,0,100,0,1
DB,LTER5,2019-07-15,OR,10,Acropora,10-29,10,80,10,1
DB,LTER5,2019-07-15,OR,10,Acropora,5-9,0,0,100,1
DB,LTER5,2019-07-15,OR,10,Acropora,10-29,0,0,100,1
DB,LTER5,2019-07-15,OR,10,Acropora,10-29,0,60,40,1
DB,LTER5,2019-07-15,OR,10,Acropora,5-9,0,0,0,1
DB,LTER5,2019-07-15,OR,10,Acropora,10-29,80,20,0,1
DB,LTER5,2019-07-15,OR,10,Acropora,30+,70,0,0,1
DB,LTER5,2019-07-15,OR,10,Acropora,30+,80,20,0,1
DB,LTER5,2019-07-15,OR,10,Acropora,30+,0,0,0,1
DB,LTER5,2019-07-15,OR,10,Acropora,10-29,0,100,0,1
DB,LTER5,2019-07-15,OR,10,Acropora,5-9,0,0,100,5
DB,LTER5,2019-07-15,OR,10,Acropora,10-29,0,100,0,1
DB,LTER5,2019-07-15,OR,10,Acropora,10-29,0,0,100,1
DB,LTER5,2019-07-15,OR,10,Acropora,30+,0,0,100,1
DB,LTER5,2019-07-15,OR,10,Acropora,10-29,0,0,100,1
DB,LTER5,2019-07-15,OR,10,Acropora,30+,0,100,0,1
DB,LTER5,2019-07-15,OR,10,Acropora,10-29,0,0,100,2
DB,LTER5,2019-07-15,OR,10,Acropora,30+,100,0,0,1
DB,LTER5,2019-07-15,OR,10,Acropora,30+,0,100,0,1
DB,LTER5,2019-07-15,OR,10,Acropora,10-29,70,30,0,1
DB,LTER5,2019-07-15,OR,10,Acropora,5-9,0,0,100,3
DB,LTER5,2019-07-15,OR,10,Acropora,30+,0,30,70,1
DB,LTER5,2019-07-15,OR,10,Acropora,10-29,100,0,0,1
DB,LTER5,2019-07-15,OR,10,Acropora,30+,100,0,0,1
DB,LTER5,2019-07-15,OR,10,Acropora,10-29,0,0,100,1
DB,LTER5,2019-07-15,OR,10,Acropora,5-9,70,30,0,1
DB,LTER5,2019-07-15,OR,10,Acropora,30+,70,20,10,1
DB,LTER5,2019-07-15,OR,10,Acropora,5-9,10,90,0,1
DB,LTER5,2019-07-15,OR,10,Acropora,30+,0,30,70,1
DB,LTER5,2019-07-15,OR,10,Acropora,30+,90,10,0,1
DB,LTER5,2019-07-15,OR,10,Acropora,10-29,0,100,0,1
DB,LTER6,2019-07-15,OR,10,Acropora,10-29,90,10,0,1
DB,LTER6,2019-07-15,OR,10,Acropora,30+,0,0,100,1
DB,LTER6,2019-07-15,OR,10,Acropora,10-29,0,40,60,1
DB,LTER6,2019-07-15,OR,10,Acropora,5-9,100,0,0,1
DB,LTER6,2019-07-15,OR,10,Acropora,10-29,0,0,100,1
DB,LTER6,2019-07-15,OR,10,Acropora,30+,50,10,40,1
DB,LTER6,2019-07-15,OR,10,Acropora,30+,10,90,0,1
DB,LTER6,2019-07-15,OR,10,Acropora,10-29,0,0,100,1
DB,LTER6,2019-07-15,OR,10,Acropora,5-9,0,0,100,13
DB,LTER6,2019-07-15,OR,10,Acropora,30+,0,100,0,1
DB,LTER6,2019-07-15,OR,10,Acropora,30+,100,0,0,1
DB,LTER6,2019-07-15,OR,10,Acropora,10-29,10,40,50,1
DB,LTER6,2019-07-15,OR,10,Acropora,30+,0,100,0,1
DB,LTER6,2019-07-15,OR,10,Acropora,30+,40,60,0,1
DB,LTER6,2019-07-15,OR,10,Acropora,10-29,100,0,0,1
DB,LTER6,2019-07-15,OR,10,Acropora,30+,0,0,100,2
DB,LTER6,2019-07-15,OR,10,Acropora,10-29,100,0,0,2
DB,LTER6,2019-07-15,OR,10,Acropora,5-9,0,0,100,1
DB,LTER6,2019-07-15,OR,10,Acropora,5-9,0,0,100,9
DB,LTER6,2019-07-15,OR,10,Acropora,10-29,0,0,100,2
DB,LTER6,2019-07-15,OR,10,Acropora,10-29,0,100,0,1
DB,LTER6,2019-07-15,OR,10,Acropora,10-29,70,30,0,1
DB,LTER6,2019-07-15,OR,10,Acropora,30+,70,30,0,1
DB,LTER6,2019-07-15,OR,10,Acropora,30+,0,100,0,1
DB,LTER6,2019-07-15,OR,10,Acropora,10-29,100,0,0,1
DB,LTER6,2019-07-15,OR,10,Acropora,30+,100,0,0,2
DB,LTER6,2019-07-15,OR,10,Acropora,30+,0,0,100,1
DB,LTER6,2019-07-15,OR,10,Acropora,30+,0,100,0,1
DB,LTER6,2019-07-15,OR,10,Acropora,10-29,60,40,0,1
DB,LTER6,2019-07-15,OR,10,Acropora,10-29,100,0,0,1
DB,LTER6,2019-07-15,OR,10,Acropora,10-29,0,0,100,1
DB,LTER6,2019-07-15,OR,10,Acropora,10-29,0,40,60,1
DB,LTER6,2019-07-15,OR,10,Acropora,10-29,60,40,0,1
DB,LTER6,2019-07-15,OR,10,Acropora,10-29,0,0,100,1
DB,LTER6,2019-07-15,OR,10,Acropora,10-29,70,30,0,1
DB,LTER6,2019-07-15,OR,10,Acropora,5-9,0,100,0,1
DB,LTER6,2019-07-15,OR,10,Acropora,5-9,0,0,100,1
DB,LTER6,2019-07-15,OR,10,Acropora,30+,0,100,0,1
DB,LTER6,2019-07-15,OR,10,Acropora,10-29,0,0,100,1
DB,LTER6,2019-07-15,OR,10,Acropora,10-29,20,80,0,1
DB,LTER6,2019-07-15,OR,10,Acropora,10-29,0,0,100,1
DB,LTER6,2019-07-15,OR,10,Acropora,10-29,0,0,100,2
DB,LTER6,2019-07-15,OR,10,Acropora,5-9,100,0,0,1
DB,LTER6,2019-07-15,OR,10,Acropora,30+,0,100,0,1
DB,LTER6,2019-07-15,OR,10,Acropora,10-29,50,40,0,1
DB,LTER6,2019-07-15,OR,10,Acropora,10-29,90,0,0,1
DB,LTER6,2019-07-15,OR,10,Acropora,10-29,100,0,0,1
DB,LTER6,2019-07-15,OR,10,Acropora,30+,0,0,100,1
DB,LTER6,2019-07-15,OR,10,Acropora,5-9,0,0,100,1
DB,LTER6,2019-07-15,OR,10,Acropora,10-29,10,90,0,1
DB,LTER6,2019-07-15,OR,10,Acropora,10-29,100,0,0,1
DB,LTER6,2019-07-15,OR,10,Acropora,5-9,100,0,0,1
DB,LTER6,2019-07-15,OR,10,Acropora,10-29,100,0,0,1
DB,LTER6,2019-07-15,OR,10,Acropora,10-29,20,20,60,1
DB,LTER6,2019-07-15,OR,10,Acropora,30+,0,0,100,1
DB,LTER6,2019-07-15,OR,10,Acropora,10-29,80,0,0,1
TA,LTER1,2019-07-10,OR,10,Acropora,10-29,0,100,0,1
TA,LTER1,2019-07-10,OR,10,Acropora,30+,55,45,0,1
TA,LTER1,2019-07-10,OR,10,Acropora,30+,95,0,0,1
TA,LTER1,2019-07-10,OR,10,Acropora,10-29,95,5,0,1
TA,LTER1,2019-07-10,OR,10,Acropora,30+,100,0,0,1
TA,LTER1,2019-07-10,OR,10,Acropora,10-29,20,0,0,1
TA,LTER1,2019-07-10,OR,10,Acropora,10-29,85,15,0,1
TA,LTER1,2019-07-10,OR,10,Acropora,10-29,0,100,0,1
TA,LTER1,2019-07-10,OR,10,Acropora,30+,95,5,0,1
TA,LTER1,2019-07-10,OR,10,Acropora,5-9,0,0,0,1
TA,LTER1,2019-07-10,OR,10,Acropora,10-29,100,0,0,1
TA,LTER1,2019-07-10,OR,10,Acropora,10-29,100,0,0,1
TA,LTER1,2019-07-10,OR,10,Acropora,30+,0,0,0,1
TA,LTER1,2019-07-10,OR,10,Acropora,10-29,0,0,100,1
TA,LTER1,2019-07-10,OR,10,Acropora,10-29,10,90,0,1
TA,LTER1,2019-07-10,OR,10,Acropora,10-29,100,0,0,1
TA,LTER1,2019-07-10,OR,10,Acropora,10-29,70,20,0,1
TA,LTER1,2019-07-10,OR,10,Acropora,10-29,0,80,20,1
TA,LTER1,2019-07-10,OR,10,Acropora,10-29,100,0,0,1
TA,LTER1,2019-07-10,OR,10,Acropora,5-9,95,5,0,1
TA,LTER1,2019-07-10,OR,10,Acropora,10-29,0,0,100,1
TA,LTER1,2019-07-10,OR,10,Acropora,5-9,0,0,0,1
TA,LTER1,2019-07-10,OR,10,Acropora,10-29,0,0,100,1
TA,LTER1,2019-07-10,OR,10,Acropora,10-29,25,0,0,1
TA,LTER1,2019-07-10,OR,10,Acropora,5-9,25,0,0,1
TA,LTER1,2019-07-10,OR,10,Acropora,10-29,0,0,0,2
TA,LTER1,2019-07-10,OR,10,Acropora,10-29,0,100,0,1
TA,LTER1,2019-07-10,OR,10,Acropora,10-29,0,0,0,1
TA,LTER1,2019-07-10,OR,10,Acropora,10-29,100,0,0,1
TA,LTER1,2019-07-10,OR,10,Acropora,30+,0,100,0,1
TA,LTER1,2019-07-10,OR,10,Acropora,10-29,95,0,0,1
TA,LTER1,2019-07-10,OR,10,Acropora,10-29,100,0,0,1
TA,LTER1,2019-07-10,OR,10,Acropora,10-29,20,80,0,1
TA,LTER2,2019-07-09,OR,10,Acropora,10-29,70,0,0,1
TA,LTER2,2019-07-09,OR,10,Acropora,10-29,0,100,0,1
TA,LTER2,2019-07-09,OR,10,Acropora,10-29,0,100,0,1
TA,LTER2,2019-07-09,OR,10,Acropora,10-29,0,0,0,1
TA,LTER2,2019-07-09,OR,10,Acropora,10-29,40,0,0,1
TA,LTER2,2019-07-09,OR,10,Acropora,10-29,0,100,0,1
TA,LTER2,2019-07-09,OR,10,Acropora,10-29,70,30,0,1
TA,LTER2,2019-07-09,OR,10,Acropora,10-29,0,0,0,1
TA,LTER2,2019-07-09,OR,10,Acropora,10-29,0,0,0,2
TA,LTER2,2019-07-09,OR,10,Acropora,5-9,0,0,0,1
TA,LTER2,2019-07-09,OR,10,Acropora,10-29,0,100,0,1
TA,LTER2,2019-07-09,OR,10,Acropora,30+,0,100,0,1
TA,LTER2,2019-07-09,OR,10,Acropora,10-29,100,0,0,2
TA,LTER2,2019-07-09,OR,10,Acropora,10-29,0,0,100,1
TA,LTER2,2019-07-09,OR,10,Acropora,5-9,0,0,100,1
TA,LTER2,2019-07-09,OR,10,Acropora,10-29,0,0,0,1
TA,LTER2,2019-07-09,OR,10,Acropora,10-29,0,100,0,1
TA,LTER2,2019-07-09,OR,10,Acropora,10-29,65,0,0,1
TA,LTER2,2019-07-09,OR,10,Acropora,10-29,0,0,0,1
TA,LTER2,2019-07-09,OR,10,Acropora,10-29,100,0,0,1
TA,LTER2,2019-07-09,OR,10,Acropora,10-29,95,5,0,1
TA,LTER2,2019-07-09,OR,10,Acropora,10-29,0,0,0,1
